task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	2020_dataset	dim_red	n_modalities	feature_set
task_12	rf	0.362	0.293	0.155	0.569	0.155	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.143	0.708	-0.358	0.644	-0.358	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.749	0.06	0.707	0.707	0.791	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.203	0.207	0.057	0.35	0.057	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.544	0.136	0.448	0.64	0.448	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.755	0.053	0.717	0.717	0.792	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.243	0.278	0.047	0.44	0.047	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.545	0.137	0.448	0.642	0.448	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.723	0.099	0.653	0.653	0.792	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.144	0.546	-0.242	0.531	-0.242	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.308	0.474	-0.027	0.643	-0.027	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	lasso	0.507	0.283	0.307	0.707	0.307	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf	0.324	0.176	0.2	0.448	0.2	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	elnet	0.458	0.323	0.23	0.687	0.23	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.535	0.242	0.364	0.707	0.364	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.243	0.257	0.062	0.425	0.062	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.458	0.336	0.221	0.696	0.221	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.489	0.308	0.271	0.707	0.271	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.417	0.178	0.292	0.543	0.292	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.465	0.27	0.274	0.656	0.274	NA	pca	8	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.477	0.277	0.281	0.673	0.281	NA	pca	8	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.295	0.009	0.289	0.289	0.302	NA	pca	8	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.462	0.267	0.274	0.651	0.274	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.508	0.24	0.339	0.678	0.339	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.386	0.015	0.375	0.396	0.375	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.332	0.442	0.02	0.644	0.02	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.507	0.283	0.307	0.707	0.307	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.245	0.204	0.101	0.39	0.101	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.338	0.458	0.014	0.662	0.014	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.522	0.219	0.367	0.677	0.367	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.23	0.109	0.153	0.307	0.153	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.338	0.459	0.014	0.663	0.014	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.524	0.222	0.367	0.681	0.367	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.117	0.217	-0.037	0.271	-0.037	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.42	0.345	0.176	0.664	0.176	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.522	0.262	0.337	0.707	0.337	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.359	0.009	0.353	0.353	0.365	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.437	0.366	0.177	0.696	0.177	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.523	0.259	0.34	0.707	0.34	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.41	0.199	0.269	0.551	0.269	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.381	0.354	0.131	0.631	0.131	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.42	0.322	0.192	0.647	0.192	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.419	0.189	0.286	0.552	0.286	NA	pca	7	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.393	0.371	0.131	0.655	0.131	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.421	0.323	0.192	0.649	0.192	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.24	0.278	0.044	0.437	0.044	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.512	0.187	0.379	0.644	0.379	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.749	0.06	0.707	0.707	0.791	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.201	0.327	-0.03	0.432	-0.03	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.494	0.196	0.355	0.633	0.355	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.724	0.096	0.656	0.656	0.792	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.254	0.293	0.047	0.461	0.047	NA	pca	6	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.496	0.2	0.355	0.638	0.355	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.723	0.098	0.654	0.654	0.792	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.25	0.322	0.023	0.478	0.023	NA	pca	5	pbmc_cell_frequency_pca+pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.53	0.265	0.343	0.343	0.717	NA	pca	4	pbmc_cell_frequency_pca+plasma_ab_titer_pca+metadata+baseline
task_12	lasso	0.54	0.271	0.348	0.348	0.731	NA	pca	4	pbmc_cell_frequency_pca+plasma_ab_titer_pca+metadata+baseline
task_12	rf	0.421	0.334	0.185	0.658	0.185	NA	pca	4	pbmc_cell_frequency_pca+plasma_ab_titer_pca+metadata+baseline
task_12	elnet	0.262	0.138	0.164	0.359	0.164	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	lasso	0.277	0.105	0.203	0.351	0.203	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf	0.515	0.213	0.364	0.666	0.364	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	elnet	0.528	0.242	0.356	0.699	0.356	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.35	0.007	0.345	0.345	0.355	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.674	0.099	0.605	0.744	0.605	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.565	0.212	0.415	0.714	0.415	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.565	0.201	0.423	0.707	0.423	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.618	0.151	0.511	0.725	0.511	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.536	0.19	0.402	0.671	0.402	NA	pca	8	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.543	0.175	0.419	0.667	0.419	NA	pca	8	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.613	0.141	0.514	0.713	0.514	NA	pca	8	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.517	0.21	0.368	0.665	0.368	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.52	0.227	0.36	0.68	0.36	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.63	0.058	0.589	0.671	0.589	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.411	0.35	0.164	0.659	0.164	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.421	0.28	0.223	0.619	0.223	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.553	0.204	0.409	0.697	0.409	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.437	0.372	0.174	0.7	0.174	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.461	0.349	0.214	0.708	0.214	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.554	0.2	0.412	0.696	0.412	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.425	0.384	0.153	0.696	0.153	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.456	0.343	0.214	0.699	0.214	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.492	0.299	0.281	0.704	0.281	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.599	0.086	0.538	0.538	0.66	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.59	0.08	0.534	0.534	0.647	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.523	0.229	0.361	0.685	0.361	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.66	0.067	0.612	0.707	0.612	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.47	0.185	0.339	0.339	0.6	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.532	0.234	0.367	0.698	0.367	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.649	0.034	0.626	0.673	0.626	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.635	0.049	0.6	0.669	0.6	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.518	0.176	0.394	0.643	0.394	NA	pca	7	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.673	0.005	0.669	0.677	0.669	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.638	0.047	0.605	0.671	0.605	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.542	0.163	0.427	0.658	0.427	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.551	0.265	0.363	0.363	0.738	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.539	0.271	0.348	0.348	0.731	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.405	0.394	0.126	0.684	0.126	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.702	0.081	0.645	0.645	0.759	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.73	0.031	0.708	0.708	0.752	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.497	0.246	0.323	0.671	0.323	NA	pca	6	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.729	0.043	0.699	0.699	0.759	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.723	0.042	0.693	0.693	0.752	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.383	0.346	0.138	0.627	0.138	NA	pca	5	pbmc_cell_frequency_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.477	0.311	0.257	0.697	0.257	NA	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	lasso	0.465	0.341	0.224	0.707	0.224	NA	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf	0.495	0.16	0.382	0.608	0.382	NA	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	elnet	0.5	0.212	0.35	0.65	0.35	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.515	0.208	0.368	0.662	0.368	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.567	0.097	0.498	0.635	0.498	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.544	0.156	0.433	0.654	0.433	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.562	0.204	0.418	0.707	0.418	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.567	0.094	0.501	0.633	0.501	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.559	0.177	0.433	0.684	0.433	NA	pca	7	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.552	0.182	0.423	0.68	0.423	NA	pca	7	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.6	0.09	0.537	0.664	0.537	NA	pca	7	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.526	0.223	0.368	0.684	0.368	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.525	0.224	0.367	0.683	0.367	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.652	0.016	0.64	0.663	0.64	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.479	0.316	0.256	0.703	0.256	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.465	0.341	0.224	0.707	0.224	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.548	0.11	0.471	0.626	0.471	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.47	0.308	0.253	0.688	0.253	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.462	0.343	0.219	0.704	0.219	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.44	0.277	0.244	0.636	0.244	NA	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.475	0.315	0.253	0.698	0.253	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.459	0.339	0.219	0.699	0.219	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.585	0.076	0.532	0.639	0.532	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.676	0.009	0.669	0.682	0.669	NA	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.668	0.03	0.647	0.69	0.647	NA	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.56	0.108	0.484	0.636	0.484	NA	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.67	0.074	0.618	0.722	0.618	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.675	0.066	0.629	0.722	0.629	NA	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
